t,ur,ui,ir,ii,omega
5.7,0.18452305844812283,0.9678198388297802,-0.6142116177305271,-1.8761011757131403,-0.14563454568646161
5.8,0.1791526744077941,0.9695015736954679,-0.7238569114045859,-1.8274178213534866,0.056702152937033734
5.9,0.17359919795589468,0.9673323517161809,-0.7165703221902296,-1.8819618593084784,0.051556178829297306
6.0,0.18213220446264322,0.9705445021496882,-0.7209469582805419,-1.8444968902830325,-0.07930762878896935
6.1,0.17386480741339072,0.9704390500388014,-0.7392565696481445,-1.8509836216480857,0.08222208759916416
6.2,0.18031393344085445,0.9666457977032771,-0.7080319541237887,-1.8865935758439059,-0.07136093444001679
6.3,0.18415589478300265,0.9684145590009597,-0.7316348117405734,-1.8408144567530105,-0.03502321748664716
6.4,0.1765343408707204,0.9687861756190159,-0.6897331644426501,-1.848420588122153,0.07673987813931138
6.5,0.1816429406717488,0.9679369386101887,-0.6562354267943833,-1.84499457452134,-0.052578523454382964
6.6,0.17572743581599504,0.971039604589396,-0.7734548413043588,-1.9030051050081394,0.0647166603343452
6.7,0.1796978860739919,0.9726103515485329,-0.7381516619933436,-1.805188491815016,-0.03667364731614331
6.8,0.18422015117408502,0.9684719038526716,-0.6988904142400059,-1.8508510227178743,-0.05273602063979865
6.9,0.17701774210122379,0.9724371743336752,-0.6943986466706902,-1.857010574274883,0.0790819510206009
7.0,0.18068323013883608,0.9753405095805879,-0.6953911324622645,-1.8849911990824242,-0.031113586234654544
7.1,0.17865450362562335,0.9726350901874811,-0.7467766143688533,-1.8374746820693608,0.015188379084716264
7.2,0.18035569351707065,0.970178455145912,-0.7550482114379848,-1.8385961111988665,-0.021453303407383828
7.3,0.18513120934753752,0.9724363100454843,-0.6969078869723664,-1.8591917803611604,-0.04326111559160628
7.4,0.17882954082544333,0.9712464365685021,-0.7093590975245138,-1.874897973270801,0.06043089238817689
7.5,0.1791440676764276,0.9710638248969015,-0.6691622431552642,-1.8489742806908733,-0.0034674618063523788
7.6,0.17999226863982315,0.9677902113191237,-0.7652379819539259,-1.8470736634664882,-0.014506793493187509
7.7,0.17765266482238112,0.9695841371218541,-0.7248014147199637,-1.8327960463618016,0.026662392544420932
7.8,0.1811456231260543,0.9713232314700355,-0.7038970169526224,-1.8523881900722947,-0.03160037452341502
7.9,0.1817235993485865,0.9678947936680029,-0.689581556068551,-1.8597325768003872,-0.012151883087041515
8.0,0.17810209362906554,0.972361837137625,-0.6981050360082656,-1.862695876726388,0.04434446998309305
8.1,0.18352464422228026,0.96771432207755,-0.7259741330652199,-1.8402295224178329,-0.06265398015188772
8.2,0.17481714664986392,0.9677960435556685,-0.7745924936411684,-1.8168165498430695,0.08714498995667341
8.3,0.1844622260092178,0.9714113703023264,-0.6526759551470407,-1.8637924328563062,-0.08949442393350493
8.4,0.18281173221329922,0.9687941657000019,-0.7016029963678748,-1.8377903062175518,0.011494769323172616
8.5,0.1849523666148401,0.9649968345468822,-0.7146891031922763,-1.7991040823729094,-0.028574772663747527
8.6,0.20997615382959517,0.9655498101808453,-0.6428098406343349,-1.5877181192142602,-0.24769192763156367
8.7,0.24977042222058937,0.9498038968807592,-0.6648696633376369,-1.5714792873847228,-0.43014580298892824
8.8,0.30010473391915304,0.9334821104938746,-0.7490005525688574,-1.4172556830693868,-0.5390507320811477
8.9,0.36835096860461236,0.9089596000985629,-0.8176595340694596,-1.3851050177530162,-0.7396585207496398
9.0,0.4481823852245189,0.8720935370647813,-0.9360466440455417,-1.2876070200029828,-0.8969854304327973
9.1,0.535156685622574,0.8180742801504557,-1.0409742788456644,-1.171271623485184,-1.0458062284265857
9.2,0.6300643745757388,0.7448277488655101,-1.218491261951957,-1.0098823104743322,-1.2282183702670557
9.3,0.7250699885130074,0.6569142790846517,-1.2708368219849802,-0.8063756504847882,-1.3255512809993608
9.4,0.8147278858154261,0.5385012961541509,-1.3412397874601556,-0.6910199546057421,-1.5208044867320547
9.5,0.8911752663705682,0.4021340738132737,-1.5086110308686735,-0.4367533171943867,-1.601555872001768
9.6,0.9433941152373003,0.2586068205240851,-1.6253184959758218,-0.13620005417000947,-1.5633329662190698
9.7,0.9705020996950358,0.10554378694924116,-1.7373831310370091,0.12187899546383874,-1.5922545431530015
9.8,0.9778622450954954,-0.04713381945307499,-1.733254756981726,0.4040951758111483,-1.564896201452223
9.9,0.9551106202239017,-0.1997256181032797,-1.7075364683476737,0.7134879520867945,-1.5797847510727752
10.0,0.912932062977169,-0.34755825910393773,-1.5069418173983973,0.9398605419415171,-1.5762127028343833
10.1,0.8498426527355949,-0.48832414402833624,-1.3487986240891696,1.0836655251260188,-1.5777430007499949
10.2,0.7604904638962396,-0.614906351816412,-1.189660704347519,1.3041532873913497,-1.5840438168115933
10.3,0.6567045266930845,-0.725828971551185,-0.8910778416106562,1.4802104027369514,-1.554129210974079
10.4,0.5354330120549661,-0.8232663871897807,-0.6850025601172443,1.606429340950595,-1.5880161160613904
10.5,0.39773369441220185,-0.8949490566104772,-0.4355162613334823,1.674984462752097,-1.5843544245537455
10.6,0.2543459218532859,-0.9451150992517771,-0.14025236064315938,1.743776522822783,-1.5531628399755038
10.7,0.10293446073999546,-0.9751394722626273,0.12068691255035724,1.7308797933553282,-1.5771879978739567
10.8,-0.05405937213148898,-0.9744907245536805,0.35541180780442616,1.71176552514485,-1.605869236757056
10.9,-0.2018563875920043,-0.9591937778962282,0.6517132293386372,1.5841284310776724,-1.5199953050723924
11.0,-0.3507726782525086,-0.9150285174077748,0.8844386442663887,1.4895290913307346,-1.5865049313144497
11.1,-0.4884899330217707,-0.8488731341167306,1.1427203362161558,1.3356218712579115,-1.561099032370381
11.2,-0.6157408779024971,-0.7630821229934084,1.308365655603394,1.1539698397575135,-1.567643771135847
11.3,-0.7269470683020987,-0.6545449729655088,1.4916509534605875,0.9197758043963493,-1.5881689335757176
11.4,-0.8213501782831187,-0.5378122247624729,1.5948633572533144,0.6545095625913196,-1.5330198866305977
11.5,-0.895331010446099,-0.3977149773312365,1.666794560730538,0.4163918016458842,-1.6170692667817166
11.6,-0.9444338782823133,-0.25313235530045636,1.730841442326784,0.17873709300140317,-1.561579539422886
11.7,-0.9745281205283451,-0.10198631919172207,1.745884377736258,-0.09837917090933046,-1.5759813289113955
11.8,-0.9767490255535463,0.050562069013766864,1.7006032331737588,-0.42221743173010795,-1.559919493802524
11.9,-0.9601666190626422,0.19958316739650572,1.580429880862144,-0.7027175435509934,-1.5322512457989168
12.0,-0.9161542531209843,0.35201985317326373,1.5494020260746724,-0.882346533920225,-1.6189905307465624
12.1,-0.8493293492263186,0.4929048416276762,1.3336153352378872,-1.0845912013326608,-1.5899893153235745
12.2,-0.764209187060636,0.6197455851892802,1.091770985065499,-1.329210626255465,-1.5554759152711473
12.3,-0.6569307657948116,0.730537666588944,0.9232671218343456,-1.4801239658978473,-1.5700949548638565
12.4,-0.5362090470312927,0.8268927860287667,0.6752752652652043,-1.597127386373241,-1.571029347709203
12.5,-0.398458443327245,0.8990697499841084,0.4263330826126879,-1.7248573871728738,-1.5811763212988605
12.6,-0.25427391068380034,0.9479673527113128,0.1311690163880017,-1.7266275422397226,-1.5511407262997245
12.7,-0.10572064554124877,0.9763250143621065,-0.13303545499279867,-1.6688937403639055,-1.5419798561701814
12.8,0.05339809959885117,0.9783151099127344,-0.3763717519745431,-1.7315543962391313,-1.6239159031827999
12.9,0.20405042295254738,0.9580355866842756,-0.6874219458150357,-1.6066036857536887,-1.5532500951024009
13.0,0.3514070811792091,0.9160879697588995,-0.9043000773689314,-1.4697733011888352,-1.5643233806055878
13.1,0.4901626080738485,0.8473778174861438,-1.1251497426670274,-1.3232701928919601,-1.5813550883520744
13.2,0.6158811318294556,0.7616085149326366,-1.3182701351411983,-1.1343201107389667,-1.5557775985582545
13.3,0.7275107532448714,0.6591460058798492,-1.4932284948722967,-0.8638965571617329,-1.5466192066679074
13.4,0.8249286704338198,0.5293289500186473,-1.6026376283667045,-0.6799000788089635,-1.6564177358883203
13.5,0.8958645259875573,0.4001009203439587,-1.7038399454386886,-0.38031448582960004,-1.504642553640494
13.6,0.9463972698424961,0.25125925323402276,-1.763986547327422,-0.13850615519452625,-1.6052640759101955
13.7,0.9720926081264505,0.10133043855881241,-1.7215298150069698,0.1288275068327417,-1.5563937907688707
13.8,0.9788315150146423,-0.05061056080748627,-1.6922710648950419,0.3735294490579565,-1.555234588004799
13.9,0.9580916252588789,-0.2042603928559415,-1.6034792224234258,0.6744863324663315,-1.5839124359291734
14.0,0.9141508581651989,-0.350349139140697,-1.506744231069007,0.925189272894519,-1.5593432178037947
14.1,0.8487712743935864,-0.4931137048404746,-1.3411921231260355,1.1003588708026835,-1.6032737010084208
14.2,0.7598049290623764,-0.617291082896149,-1.1579387209833154,1.3173685771616772,-1.5596456853853535
14.3,0.6567077521825513,-0.7304036173518585,-0.9125560048660422,1.4535814528013238,-1.562006967120464
14.4,0.5306925881296062,-0.8205625140775772,-0.6535192831661754,1.6219737655707078,-1.5823727587099246
14.5,0.4017296809071865,-0.8945108026062751,-0.39353556940836,1.6776161151618632,-1.519720011155643
14.6,0.25294350302071356,-0.9466452276695528,-0.18974542820386675,1.716114650633108,-1.6100962217339987
14.7,0.10236190411333335,-0.9737500061853619,0.1354549943165998,1.7449033980096469,-1.563634789768198
14.8,-0.048588835997179225,-0.979722051953773,0.4560962140129641,1.6948349121843258,-1.5429058122214823
14.9,-0.20342642537348044,-0.955441466609699,0.6182073649512589,1.6259530135966602,-1.6022712334716438
15.0,-0.3475300638583116,-0.9134581340263366,0.8873687489792885,1.5108137549848637,-1.5376383931398507
15.1,-0.48802725228901755,-0.847183760635878,1.1516086587874763,1.3243518833208567,-1.5908439789435036
15.2,-0.6136181683542536,-0.7589317138628128,1.3203559719004336,1.125128323032624,-1.5729058338719604
15.3,-0.7257018946602356,-0.6562614139365651,1.4802164865940737,0.9336448559211599,-1.5568378689476425
15.4,-0.8216761372713364,-0.5337244109934621,1.6363367428696205,0.6708751157760084,-1.5912987298305303
15.5,-0.8959285755430071,-0.39796434361379496,1.6892698890695137,0.3692764171512517,-1.5804927237140731
15.6,-0.9469695573595612,-0.25305824605758115,1.701372294741843,0.15158353355664722,-1.5688571196237966
15.7,-0.9731237144547717,-0.09895475754612892,1.7754745418143945,-0.14422847662615512,-1.5978842112685676
15.8,-0.9772288965284385,0.05216102603195494,1.658708743764917,-0.4284237427998813,-1.5466527071347969
15.9,-0.9576226816232278,0.20216572811766353,1.6017210562304027,-0.6874106022511022,-1.547312134111376
16.0,-0.9114319667930944,0.35185593713592533,1.5100705940676507,-0.9135763803758292,-1.603636322137092
16.1,-0.8517848886705229,0.4897270019298299,1.2936908464635564,-1.1481168727617124,-1.5337006503959927
16.2,-0.7611313388573976,0.6184184826074425,1.1371464842562875,-1.2904944643924712,-1.6052520345362176
16.3,-0.6524591815355996,0.7261806171125211,0.9276300866130388,-1.536692331863971,-1.5650534147676431
16.4,-0.5341170471072495,0.8217140266223997,0.6348537423242356,-1.5909313199461783,-1.5559728125526462
16.5,-0.3982477230046242,0.894259995703079,0.3841666723103425,-1.6989083380893417,-1.5740769931177745
16.6,-0.2523566123531937,0.9451412163606026,0.1523221100186274,-1.7220397074028426,-1.5805259926379733
16.7,-0.09825087478596989,0.9761449553314778,-0.09850987478258721,-1.727090778098265,-1.606033414229877
16.8,0.050597517350630006,0.9765832292076075,-0.37854547304358743,-1.6902664794093218,-1.5207856011174492
16.9,0.20502849673384022,0.9582136001343128,-0.6643906581817653,-1.6241743920477838,-1.5902652069548395
17.0,0.3502448784058063,0.9161606651122048,-0.9276835577698228,-1.4409916840012826,-1.5436108210615096
17.1,0.4885019862885402,0.8491029436040758,-1.1522552065400729,-1.3142951083197645,-1.569191913260184
17.2,0.620084081141181,0.7606872066009362,-1.2555267709128684,-1.1701357027924604,-1.6184727679553923
17.3,0.7330847995368627,0.6523149753013313,-1.5210963176427197,-0.9489844501860096,-1.5971443390905016
17.4,0.823798787733907,0.5351838898115981,-1.6337629122313029,-0.6222528195797687,-1.5103164623660348
17.5,0.9005991090957095,0.39944352724111837,-1.6759442097128374,-0.4269932927774802,-1.5867049410666922
17.6,0.9517602061926322,0.25079081097242883,-1.7362423222280972,-0.17829014480132377,-1.5981561073449235
17.7,0.9786998765506912,0.10001872012486757,-1.7476113402787061,0.16231079797229342,-1.5580366196814843
17.8,0.9799162164400219,-0.05356227229784333,-1.661433950016033,0.39452235449534084,-1.5644764989138515
17.9,0.9576750694097104,-0.20377996870498846,-1.618022618258958,0.6141296593783864,-1.5505342757910157
18.0,0.9148059084858788,-0.3525699284448822,-1.4784506320087478,0.93277020233203,-1.5820156895047255
18.1,0.8485642634921051,-0.49130280946800664,-1.2884353609680055,1.1597846756126007,-1.5696044691140898
18.2,0.7604026417272811,-0.6191084695795301,-1.132599232208048,1.2658429823613808,-1.5850956084121925
18.3,0.6538979045720512,-0.728769537454551,-0.9431830749359715,1.4866008364865384,-1.5616474906938294
18.4,0.5328775010629041,-0.8220639420989289,-0.6076965432693012,1.6214774118435278,-1.5617864939780013
18.5,0.3973997520220569,-0.8973435594506317,-0.41011489396512557,1.6794988036698335,-1.5821971684586345
18.6,0.2515639394873481,-0.9485227587054441,-0.16247795770027662,1.6904601769923544,-1.5765442718222111
18.7,0.10173913732539602,-0.9766949774254641,0.16463488258623837,1.7254633940116575,-1.5545564737895923
18.8,-0.05477196971376136,-0.9797533852532752,0.3959233967593179,1.7007908413077935,-1.5963812306821978
18.9,-0.2063648337419521,-0.9552700427883122,0.6578357055729308,1.6095886029614144,-1.5691258486323179
19.0,-0.3513534416748262,-0.9163186025849182,0.8756864197930923,1.4706633126646462,-1.533914491590167
19.1,-0.4912372041487294,-0.8471438497280868,1.182391658670277,1.3254245897249932,-1.5934021857865943
19.2,-0.6179057318343204,-0.7602872598200067,1.3284654023304296,1.1354570027472792,-1.56963117170827
19.3,-0.7312456515445607,-0.6525817191685499,1.4401050901521688,0.934147696609051,-1.5972917008183174
19.4,-0.8227393188209404,-0.5307653708218527,1.5989937271792452,0.7088760972648795,-1.5567728275400405
19.5,-0.8939353650273578,-0.4064505890974043,1.7878355872204257,0.39016668204224736,-1.462014603084043
19.6,-0.9405338911943575,-0.28109908684347745,1.9928838778704225,0.15293325926693002,-1.3631388285077328
19.7,-0.9699505589745903,-0.1685340078404856,2.062301102102258,-0.0523922245839884,-1.1838380116925862
19.8,-0.9872172334759562,-0.07660314249067479,2.0345479035727063,-0.2947061851737109,-0.945978065739066
19.9,-0.985389110522743,0.005549994091795518,2.0705669175110586,-0.4707748074622866,-0.8307207610005207
20.0,-0.9808243220731603,0.07221625215951408,2.0750174420784018,-0.6532065237830564,-0.6786327666116954
20.1,-0.9763849585081944,0.12208308711640675,2.0192614088630156,-0.7120357427844591,-0.5089475253351061
20.2,-0.972685700922809,0.1592766629052536,2.0340223617326574,-0.8104929589876175,-0.37918626512286835
20.3,-0.9691475724044967,0.18078586614928763,2.0584394594672006,-0.8814154559400543,-0.2211258468881283
20.4,-0.9658197407949283,0.18913059942000615,2.027168760139272,-0.8030374128383748,-0.0895541670263178
20.5,-0.9678777901395086,0.18428771493914692,1.9994442399953463,-0.7762466982074742,0.05225130548422996
20.6,-0.9675365765623618,0.18393740374899836,1.9526144597093638,-0.766312830572275,0.002846144615133994
20.7,-0.9678436060042607,0.18410965296898524,1.8531202688714377,-0.7352654163864505,-0.0011355714757854685
20.8,-0.9677193271229264,0.18200423989727674,1.8519062858326072,-0.7461134873376191,0.0207690608542066
20.9,-0.9647673024351958,0.18244549044708197,1.825534373582446,-0.6908127703865485,-0.009973703306922488
21.0,-0.9687565242081394,0.1843909791450543,1.7557556515416997,-0.6367219653597054,-0.011867894919461719
21.1,-0.9657859022604018,0.1836608319669718,1.8846356764603687,-0.7266596183353526,0.0016460316766853111
21.2,-0.9649219784149908,0.18355344899943488,1.8871236156370392,-0.7884409598223188,-0.000569168383321994
21.3,-0.9725217064253233,0.18303906463770936,1.800281083332907,-0.7512918952200722,0.019457663661928137
21.4,-0.9638539327740184,0.18584027445930262,1.9055801628068378,-0.7028977181884959,-0.04437736506682555
21.5,-0.9665254524453571,0.184435364992524,1.8668050534894598,-0.7370293982704568,0.019160042388808307
21.6,-0.9738392670734269,0.18599355229633713,1.7894083594227406,-0.7064550031323693,-0.0016103997410077397
21.7,-0.9622464365877911,0.1842087997502268,1.921594655237231,-0.7074086457472823,-0.004304689732261835
21.8,-0.9665719207505883,0.1804166722219069,1.825338523961408,-0.7284973134667885,0.046150253585501844
21.9,-0.9704426119622854,0.18606979129343149,1.8524324503700125,-0.7061745863126888,-0.049052128013329366
22.0,-0.9647141991885544,0.18639329048190872,1.84094060389066,-0.7601633021055111,-0.01421203750952671
22.1,-0.969967380716015,0.18531711671295065,1.8659887996994158,-0.7232155773270823,0.020791404584112883
22.2,-0.9693659713484308,0.18826354136181186,1.8122535437212375,-0.674150320557359,-0.030450730174695906
22.3,-0.9667431173005625,0.18376387293200352,1.8158711131421954,-0.7058475371603541,0.03980572221834677
22.4,-0.9681806752058622,0.1840282983052886,1.8940932830977266,-0.8033491229615444,8.805733882510935e-5
22.5,-0.9666142012097434,0.19003326978383966,1.9124140237183764,-0.73403085081514,-0.0628544726035507
22.6,-0.9727448976967014,0.18398499046325076,1.791296254506622,-0.6686858344803532,0.0718933137645017
22.7,-0.9693926115293124,0.18545503100263291,1.8475791737043068,-0.6824235909356945,-0.020947263910819913
22.8,-0.9694238576921708,0.1830690729989181,1.8353353594488437,-0.7507837995986789,0.02381341609527965
22.9,-0.972550285216771,0.18496754528526715,1.8845185428484894,-0.7811089611235902,-0.012983551892986611
23.0,-0.9699546822033901,0.18880402582995814,1.8547398802625437,-0.7560785917905829,-0.04304867430818149
23.1,-0.9706709511769469,0.18623583058589957,1.8169730499712866,-0.6631715873918668,0.026889984053681815
23.2,-0.9708054161718792,0.18670259885479534,1.8168839638606709,-0.6774240330678098,-0.004380664346150809
23.3,-0.9657613969650821,0.18523345770767938,1.8832317688598195,-0.7613162991809261,0.0049839908095883345
23.4,-0.9683134194676762,0.18251933616335347,1.8747722338086021,-0.788874928296925,0.03192986711711754
23.5,-0.9681794563968995,0.18696607189828512,1.8552762789368813,-0.702170390625282,-0.04456710394924457
23.6,-0.9689182273626575,0.18703262913969998,1.8170583812572558,-0.6894304132166265,0.0007572615658979487
23.7,-0.9700621723008171,0.18541719807693538,1.8587805297908557,-0.7006463098904423,0.018255611891984103
23.8,-0.9657419814157123,0.18693381848527296,1.8887076301672334,-0.7608450080665623,-0.023389313758972463
23.9,-0.9704047586671188,0.18337867256982363,1.77069536963343,-0.7212965984956696,0.044315191378423435
24.0,-0.9662152105099525,0.18626874067734112,1.9095980219124142,-0.7142389219628411,-0.03676554903609741
24.1,-0.9655187225576547,0.18928110947708787,1.8495117030638097,-0.702803062900196,-0.03140320775168348
24.2,-0.9752142547699887,0.18534159225152924,1.7973415898557377,-0.7259021893155889,0.057734958735498054
24.3,-0.9626928021248248,0.18485831229803973,1.9058549497011459,-0.7601405029462771,-0.019005798585496336
24.4,-0.9650341679466261,0.18274928790527145,1.8590613895412098,-0.712441616985822,0.025582903057479456
24.5,-0.9735874378427911,0.18585445271175433,1.7786093014329458,-0.6957379692132457,-0.014724915473642852
24.6,-0.9636379622726625,0.18619498643765517,1.8590533276265842,-0.7301826327567286,-0.022416840638292967
24.7,-0.970127341225312,0.1861022528973904,1.874987624889919,-0.7401756584069943,0.013384701482710426
24.8,-0.9685313134804423,0.18679370683178106,1.891392704699375,-0.7189866472375457,-0.0099328890718553
24.9,-0.9652146034879804,0.18431689861536527,1.825529282233997,-0.6626373713345018,0.01835736297817192
25.0,-0.9689520676001513,0.1829090202634377,1.866309823932785,-0.7598962579283358,0.021133789655962687
25.1,-0.9645599044308185,0.18596642895504076,1.902016208094445,-0.7586501629243263,-0.038878007589531194
25.2,-0.9703076962242115,0.18514549441563238,1.804346335932243,-0.7113326432477545,0.019175896793939273
25.3,-0.9672990885393876,0.18430099945108114,1.805114058164472,-0.6861139365316319,0.0026975401712903135
25.4,-0.9635086558057842,0.18232399272981073,1.8668710077660327,-0.6991993372815227,0.012570123974278147
25.5,-0.9676195270556864,0.18305891063626664,1.8729492611213328,-0.7679952382746467,0.0004288216184278326
25.6,-0.9653178541928217,0.1820387514421556,1.8548828183499004,-0.7608668889721136,0.005848598242330638
25.7,-0.9653757493545894,0.18389068309179862,1.851449915365312,-0.6759654456595521,-0.01840912924405913
25.8,-0.9670625745966485,0.18512023760206936,1.841500894892568,-0.682750868705846,-0.009061303369826135
25.9,-0.9669788141589992,0.1842798563568485,1.8452021462910726,-0.7187228974624443,0.008224927679805205
26.0,-0.9674493365064276,0.18621918627012068,1.850405860337855,-0.7403114895828722,-0.018442413259194268
26.1,-0.9662229171054632,0.1859559338125454,1.8966213204981974,-0.765088714306483,0.00027130786945051
26.2,-0.966760083698103,0.1856229416726632,1.8023239628373313,-0.6416136992294683,0.004352918894596769
26.3,-0.9686901820719369,0.18872610584364624,1.8189880377171597,-0.6804193158225542,-0.02719172357709354
26.4,-0.9646720352253946,0.182999940616841,1.9040070932494348,-0.8053083050801381,0.0494167819907787
26.5,-0.9692190676025977,0.1874645522000665,1.8551629561717078,-0.7536194549939113,-0.03584875530320275
26.6,-0.9698439144053146,0.18975427006652545,1.8403097813672726,-0.6899293356126326,-0.021547531474404025
26.7,-0.9633427114680597,0.1838535693868656,1.8976738642259243,-0.7280977185462941,0.04631853576684719
26.8,-0.9731660325482345,0.19012475928148953,1.7600869907158563,-0.6919593277239409,-0.04355222845104478
26.9,-0.9669038375427192,0.18600963492565298,1.8766636009646143,-0.7348497264231632,0.028823382295009026
27.0,-0.962312623527746,0.18186241820498564,1.8735428339671838,-0.7510889432256634,0.0327280396243701
27.1,-0.9692106257587606,0.18800022766638008,1.8455816551250315,-0.6965567276331305,-0.04811350024565897
