within_threshold,final_distance,convergence,perturbation,retcode
false,1.9281334605961522,true,"[-0.9154909476207775, -0.4999999994684595, 0.6532663343159967]",Success
false,2.009483713354519,true,"[-0.9154909476207775, -0.4999999994684595, 0.7537688468788107]",Success
false,2.087570944738458,false,"[-0.9154909476207775, -0.4999999994684595, 0.8542713594416248]",Success
false,2.1608055239045005,false,"[-0.9154909476207775, -0.4999999994684595, 0.9547738720044389]",Success
false,2.2281721643917964,false,"[-0.9154909476207775, -0.4999999994684595, 1.0552763845672528]",Success
false,2.2761005341299927,true,"[-0.9154909476207775, -0.4999999994684595, 1.1557788971300669]",Success
false,2.2752918704404212,false,"[-0.9154909476207775, -0.4999999994684595, 1.2562814096928812]",Success
false,2.2015567536112366,false,"[-0.9154909476207775, -0.4999999994684595, 1.3567839222556952]",Success
false,2.066053236652393,false,"[-0.9154909476207775, -0.4999999994684595, 1.4572864348185093]",Success
false,1.9180209988529915,false,"[-0.9154909476207775, -0.4999999994684595, 1.5577889473813233]",Success
false,1.8127811829877474,true,"[-0.9154909476207775, -0.4999999994684595, 1.6582914599441374]",Success
false,1.78074129182355,true,"[-0.9154909476207775, -0.4999999994684595, 1.7587939725069515]",Success
false,1.8183145641383474,true,"[-0.9154909476207775, -0.4999999994684595, 1.8592964850697655]",Success
false,1.8994567850033695,true,"[-0.9154909476207775, -0.4999999994684595, 1.9597989976325796]",Success
false,1.9947174921457829,true,"[-0.9154909476207775, -0.4999999994684595, 2.0603015101953934]",Success
false,2.0860113258749893,false,"[-0.9154909476207775, -0.4999999994684595, 2.1608040227582075]",Success
false,2.170122345487956,false,"[-0.9154909476207775, -0.4999999994684595, 2.2613065353210215]",Success
false,2.244087942017155,false,"[-0.9154909476207775, -0.4999999994684595, 2.3618090478838356]",Success
false,2.28343786664582,false,"[-0.9154909476207775, -0.4999999994684595, 2.4623115604466497]",Success
false,2.247227361876459,false,"[-0.9154909476207775, -0.4999999994684595, 2.562814073009464]",Success
false,2.12366161956148,false,"[-0.9154909476207775, -0.4999999994684595, 2.6633165855722782]",Success
false,1.9602037276697277,true,"[-0.9154909476207775, -0.4999999994684595, 2.7638190981350923]",Success
false,1.8303244362869124,true,"[-0.9154909476207775, -0.4999999994684595, 2.8643216106979064]",Success
false,1.7806971474903632,true,"[-0.9154909476207775, -0.4999999994684595, 2.9648241232607204]",Success
false,1.812620853759465,true,"[-0.9154909476207775, -0.4999999994684595, 3.0653266358235345]",Success
false,1.8960400216026057,true,"[-0.9154909476207775, -0.4999999994684595, 3.1658291483863485]",Success
false,1.9956502829234577,true,"[-0.9154909476207775, -0.4999999994684595, 3.2663316609491626]",Success
false,2.090390099594891,true,"[-0.9154909476207775, -0.4999999994684595, 3.3668341735119767]",Success
false,2.1770392893640373,false,"[-0.9154909476207775, -0.4999999994684595, 3.4673366860747907]",Success
false,2.2512030119214503,false,"[-0.9154909476207775, -0.4999999994684595, 3.567839198637605]",Success
false,2.283743347478376,false,"[-0.9154909476207775, -0.4999999994684595, 3.668341711200419]",Success
